yards_to_goal,yards_to_goal_end,pct
31,1,0.14853328770705715
31,2,0.16891120631950998
31,4,0.1517250835541627
31,6,0.12578642838269408
31,10,0.09278729751892488
31,12,0.06943529794967662
31,13,0.05629071736860123
31,16,0.039246850125713675
31,20,0.14614682140907756
31,31,2.842524161455372e-4
31,100,8.527572484366118e-4
32,1,0.08165329205232762
32,2,0.09478271612532765
32,3,0.09548238677690087
32,4,0.08902136779196335
32,6,0.07821787563023674
32,7,0.07621877639877953
32,8,0.07361788358784124
32,9,0.06867557522792204
32,10,0.06142701321066651
32,11,0.05288372644522515
32,12,0.043981395958000206
32,14,0.02844752153918492
32,18,0.05824000936192234
32,20,0.09621345022911962
32,32,2.842524161455372e-4
32,100,8.527572484366118e-4
33,1,0.06901249402784919
33,2,0.08140644456454176
33,3,0.08349209745943593
33,5,0.0744622581909251
33,6,0.07204639094574129
33,7,0.07138142683565703
33,8,0.07000710552952524
33,9,0.06599242018232133
33,10,0.05915138900752789
33,11,0.050648428355730024
33,12,0.04192846171873973
33,14,0.027904041629787532
33,16,0.0255699891442537
33,17,0.03533014790298752
33,19,0.07889904960612347
33,20,0.09163084523427115
33,33,2.842524161455372e-4
33,100,8.527572484366118e-4
34,1,0.05332518574317081
34,2,0.0637359964981077
34,3,0.06640894713345986
34,4,0.06406338242783252
34,5,0.060946772135646705
34,6,0.059506792713592535
34,7,0.05947988329449558
34,8,0.058999191205384154
34,9,0.05634349249018872
34,10,0.051094954761406075
34,11,0.044142274644077314
34,12,0.03689631959768336
34,14,0.025443077960318236
34,15,0.022349475226421393
34,17,0.030658796263433992
34,19,0.066938617303741
34,20,0.07786136254949394
34,21,0.070818326875213
34,23,0.027377872121497154
34,26,0.002472269390253862
34,34,2.842524161455373e-4
34,100,8.527572484366118e-4
35,1,0.04862669182334992
35,2,0.058704967395445014
35,3,0.06200067543035732
35,4,0.060709977481288646
35,5,0.05846494871593955
35,6,0.0575261357508931
35,7,0.05790634284118856
35,8,0.0580884077324079
35,9,0.05637810337674123
35,10,0.05205068605409137
35,11,0.04571720506561934
35,12,0.03880058803537413
35,13,0.03255941925394077
35,14,0.02753924833306422
35,15,0.02418159594608975
35,17,0.031240585469159414
35,19,0.06657718156598368
35,20,0.07744238907426243
35,21,0.07054743127548713
35,24,0.012376879471431854
35,28,0.001423530243302605
35,35,2.842524161455373e-4
35,100,8.527572484366118e-4
36,1,0.039155499377125424
36,2,0.047631222353335376
36,3,0.05090173982004165
36,4,0.05056270306701744
36,5,0.04931047559907341
36,6,0.0489211262873517
36,7,0.049612346576856196
36,8,0.050377759449241555
36,9,0.049775011846110016
36,10,0.04687174545295664
36,11,0.041895039474977996
36,12,0.03605019645398101
36,13,0.030566866877211246
36,14,0.02598180700785562
36,15,0.022657501259336556
36,16,0.022188291579956054
36,17,0.027747760976281594
36,18,0.04116943260920318
36,19,0.057975729681151646
36,20,0.06736866976781487
36,21,0.06135507816608306
36,22,0.04326797028001423
36,23,0.02387121577174428
36,24,0.010760837055833932
36,28,0.001173315175467543
36,29,0.001030408428569023
36,31,6.832399408265753e-4
36,36,2.842524161455372e-4
36,100,8.527572484366118e-4
37,1,0.04400650407635741
37,2,0.053887591263378505
37,3,0.058191850562718195
37,4,0.058549567630055734
37,5,0.05775117250121042
37,6,0.05774070360269605
37,7,0.0589984589696785
37,8,0.06064275458283482
37,9,0.060950283454170556
37,10,0.058436833908375875
37,11,0.053007417241604925
37,12,0.04605904433908198
37,13,0.03924218797806729
37,14,0.03332627058554523
37,15,0.028777842598952327
37,16,0.027595438327135874
37,17,0.03374188182164108
37,19,0.06939950436596902
37,20,0.08047442173856338
37,24,0.012781215924727004
37,25,0.005302044862653658
37,37,2.842524161455372e-4
37,100,8.527572484366117e-4
38,1,0.035819123891591205
38,2,0.04414682279591039
38,3,0.048105134082515925
38,4,0.048900984657086026
38,5,0.0486676339672485
38,6,0.04898399698808876
38,7,0.05041050711720154
38,8,0.05238215477085908
38,9,0.05339700710430832
38,10,0.05192078353471853
38,11,0.04761588094093756
38,12,0.041644217711088165
38,13,0.03555625531445732
38,14,0.030133746683469805
38,15,0.02583229915652828
38,17,0.02938242985578885
38,18,0.04262381852491144
38,19,0.05942289862345666
38,20,0.0686543412862784
38,21,0.062260894801606174
38,22,0.04376449925596014
38,23,0.024108387196975344
38,25,0.004610705257095533
38,32,5.184668173358624e-4
38,38,2.842524161455372e-4
38,100,8.527572484366117e-4
39,1,0.0347623065661488
39,2,0.043097504475782096
39,3,0.04731034314993468
39,4,0.048492413940977454
39,5,0.048645132889131124
39,6,0.04931058018355986
39,7,0.051130383166534316
39,8,0.053626464522209705
39,9,0.05524049083129303
39,10,0.054241689660737114
39,11,0.0501263876772062
39,12,0.044057639696794805
39,13,0.037712320284927825
39,14,0.03199351314866788
39,15,0.027423613419290994
39,16,0.02582723848507144
39,17,0.03069886972211981
39,18,0.043925159132937194
39,19,0.060662716654151995
39,20,0.06970350501289427
39,21,0.06302923403568061
39,23,0.024475259699735543
39,27,0.0017582192674783332
39,28,0.0013366245501090486
39,35,2.7538016204372185e-4
39,39,2.842524161455372e-4
39,100,8.527572484366118e-4
40,1,0.030973284381504505
40,2,0.03856263773924386
40,3,0.04257356091623979
40,4,0.043970436453095216
40,5,0.04451611223366241
40,6,0.04556171928702836
40,7,0.04768199309839345
40,8,0.050446059690096544
40,9,0.05237431766925248
40,10,0.05177321770112386
40,11,0.048116530322986545
40,12,0.042505035276256
40,13,0.03656763982621855
40,14,0.03121234743670043
40,15,0.02695456743759535
40,16,0.02546508671234384
40,17,0.029924357513684004
40,18,0.04202370390797513
40,19,0.05726865802827035
40,20,0.06534216159154504
40,21,0.0589163246071681
40,22,0.041419750227799215
40,23,0.023049666537578662
40,24,0.01080217525977643
40,25,0.004976038687976519
40,26,0.002774210196337607
40,28,0.001454532703808696
40,32,5.297236129428159e-4
40,40,2.2641509433962264e-4
40,100,0.0020377358490566034
41,1,0.029229355290466767
41,2,0.03646800341835926
41,3,0.04043004774853228
41,4,0.0420753431096413
41,5,0.04307444517277844
41,6,0.04465181787339922
41,7,0.0472847624347079
41,8,0.05050170954693623
41,9,0.052807191981294445
41,10,0.05249965159295692
41,11,0.04906945698464631
41,12,0.04364784986037762
41,13,0.03788236261650398
41,14,0.032684169705767194
41,15,0.028542682556596567
41,16,0.027044484662266242
41,17,0.031248851129265464
41,18,0.04279761077223759
41,19,0.05734369928682919
41,20,0.06488658605021118
41,21,0.05833797416930128
41,22,0.04107597343469129
41,23,0.02304565594652096
41,24,0.01103680592928895
41,25,0.005295424870220973
41,26,0.0030707202617730766
41,29,0.0012266500724763003
41,40,2.967684208088191e-4
41,41,2.2641509433962264e-4
41,46,9.49516897369944e-5
41,79,8.48424680110266e-5
41,100,0.0020377358490566034
42,1,0.027482253354718534
42,2,0.034322617370270314
42,3,0.03818811593404203
42,4,0.0400401402659451
42,5,0.041476684075654434
42,6,0.04362385882436811
42,7,0.046853617416892014
42,8,0.05061197723357495
42,9,0.053369653285106934
42,10,0.05344050737809767
42,11,0.0503542767025874
42,12,0.0452606917641392
42,13,0.039782589699533064
42,14,0.03478030599620497
42,15,0.03067684385585969
42,16,0.02896722956182878
42,17,0.032613187788578704
42,18,0.043254377931131065
42,19,0.0567812522631387
42,20,0.06363475595886943
42,21,0.057030159586565224
42,22,0.04021748911776416
42,23,0.022736476069893194
42,24,0.011079774209818056
42,25,0.005458391397355035
42,27,0.002296344179536732
42,28,0.001761494275838896
42,31,8.024225911974649e-4
42,33,4.998268278546453e-4
42,40,3.385341402392991e-4
42,42,2.2641509433962264e-4
42,100,0.0020377358490566034
43,1,0.025680040620664445
43,2,0.03212840100820975
43,3,0.0358973360924522
43,4,0.03790234295943769
43,5,0.03967153156437187
43,6,0.042302592416041514
43,7,0.04612507299580254
43,8,0.05051067733466616
43,9,0.05387998168996182
43,10,0.05454181233243015
43,11,0.05202340176441123
43,12,0.04743551104353322
43,13,0.04233219251539069
43,14,0.037501531239609025
43,15,0.0332958031494501
43,16,0.031132845686536202
43,17,0.033910284066718824
43,18,0.043314558660713647
43,19,0.055549398876375375
43,20,0.06159445010847098
43,21,0.0550142516185949
43,22,0.03885773612239439
43,23,0.022123785549176638
43,24,0.010933130202995378
43,25,0.0054838831777709925
43,26,0.0032929476944713897
43,28,0.001885681977538482
43,29,0.0015229424070248045
43,30,0.001214868352147759
43,36,3.446931153855101e-4
43,41,3.321627138561122e-4
43,43,2.2641509433962264e-4
43,100,0.0020377358490566034
44,1,0.02534927118378324
44,2,0.031807838438978
44,3,0.035708477471646724
44,4,0.037926053483156676
44,5,0.03999922639893106
44,6,0.043122464461767346
44,7,0.04769469970965948
44,8,0.05303645126926837
44,9,0.057424629745927665
44,10,0.05900506656270593
44,11,0.057182715793083004
44,12,0.05302085148863903
44,13,0.048077833811554914
44,14,0.043133563132328114
44,15,0.03850172149170501
44,16,0.03561270402001596
44,17,0.03751173812108879
44,18,0.04610626073661202
44,19,0.05773392624249549
44,20,0.06335407435404783
44,21,0.05643972743937341
44,23,0.02297609037037593
44,27,0.0027490116217180885
44,29,0.0018814721087587899
44,30,0.0015457894415887047
44,33,8.341901573941816e-4
44,44,2.2641509433962264e-4
44,100,0.0020377358490566034
45,1,0.02201497271807713
45,2,0.0276870660801394
45,3,0.031198114450277162
45,4,0.03328400065418243
45,5,0.035298667944832274
45,6,0.038377566740529154
45,7,0.042970792281490665
45,8,0.04849679870979499
45,9,0.053347082066478875
45,10,0.055722123853616704
45,11,0.054927533204841734
45,12,0.0518116411132255
45,13,0.04775125162697318
45,14,0.04343767502161877
45,15,0.03909016071832032
45,16,0.035950498726235895
45,17,0.03686848211279734
45,18,0.04380945167849061
45,19,0.05368451764664819
45,20,0.05839548415339987
45,21,0.051978907415092826
45,22,0.03702328178062992
45,23,0.021573196926315978
45,24,0.011160219865609016
45,25,0.006013226305994116
45,26,0.003916760166580679
45,27,0.0030470920089194224
45,28,0.0025570660202087012
45,30,0.0017872835546746057
45,32,0.0012020185072767224
45,33,0.0010319258725746566
45,35,8.128265640684799e-4
45,37,6.085106167800408e-4
45,38,5.122217974407362e-4
45,40,3.8743015246763056e-4
45,45,2.2641509433962264e-4
45,100,0.0020377358490566034
46,1,0.02023032772915359
46,2,0.02545089867305602
46,3,0.02874460219127566
46,4,0.030805973389837076
46,5,0.032882724405528696
46,6,0.03604590032926837
46,7,0.040765780118081185
46,8,0.04654398918199399
46,9,0.05186296814665709
46,10,0.054942223412761615
46,11,0.0549929126248026
46,12,0.052723719761401
46,13,0.04942032558956294
46,14,0.04570761233001703
46,15,0.04167779175406277
46,16,0.0384241467785624
46,17,0.038781730687339734
46,18,0.04490896102341326
46,19,0.054035992784361095
46,20,0.05834530497949899
46,21,0.05194816845570744
46,22,0.0372623521883359
46,23,0.022086607990012587
46,24,0.011833039395180963
46,25,0.006750370613574185
46,26,0.0046669514416807336
46,27,0.00376715916994709
46,28,0.0032015766213069896
46,29,0.0026991357371679765
46,30,0.002220943296413302
46,33,0.0013080251409576696
46,35,0.0010525592731511948
46,37,7.878377326305549e-4
46,41,3.9030083221263377e-4
46,42,3.4288796902290017e-4
46,46,2.2641509433962264e-4
46,76,6.279493658284848e-5
46,86,6.125237208371772e-5
46,100,0.002037735849056604
47,1,0.018448285218767554
47,2,0.023210683005655264
47,3,0.026299968133687516
47,4,0.028394595303902957
47,5,0.030613645924798465
47,6,0.03388899270216237
47,7,0.03864310260961384
47,8,0.044450392291477084
47,9,0.04993406239803072
47,10,0.053421010839294444
47,11,0.05411759555036906
47,12,0.052640152499076
47,13,0.05017667204827223
47,14,0.04725476148795197
47,15,0.04381806159484113
47,16,0.040797575591044494
47,17,0.040975840400779236
47,18,0.04663126713772116
47,19,0.05523113966942091
47,20,0.05918213336199823
47,21,0.05267452220927072
47,22,0.038038929049604125
47,23,0.022942993087353116
47,24,0.012739779431241147
47,25,0.00767886134971478
47,26,0.005585885170244867
47,27,0.004631058446984206
47,28,0.00396543126603466
47,29,0.0033376554310428803
47,30,0.002733962028266796
47,33,0.0015827242705727614
47,34,0.0014142626865012553
47,36,0.0011285708065156771
47,38,7.912215267966437e-4
47,43,3.6005452759556143e-4
47,47,2.2641509433962264e-4
47,100,0.002037735849056604
48,1,0.01661578651140353
48,2,0.020954070642015012
48,3,0.02389129834419266
48,4,0.026069534732386265
48,5,0.028459847310788367
48,6,0.031841589332182785
48,7,0.036579178871729845
48,8,0.042304890451382075
48,9,0.04777242484310458
48,10,0.05144250665142879
48,11,0.05258009110834841
48,12,0.0517549648771409
48,13,0.050056038924818004
48,14,0.047913698598765465
48,15,0.045168620877896234
48,16,0.04262336295347256
48,17,0.04293305971567163
48,18,0.0483336089672809
48,19,0.0564331029262734
48,20,0.05993259947623215
48,21,0.05324880736405232
48,22,0.03869232137166105
48,23,0.02375540283175936
48,24,0.013662468431868238
48,25,0.008636435330797656
48,26,0.006515581057500513
48,27,0.005486522831145052
48,28,0.004721961445697271
48,29,0.0039893226241783444
48,30,0.003280613558146689
48,31,0.0026551977100743446
48,32,0.0021726872700930256
48,33,0.0018444118772101886
48,35,0.0014704904484328827
48,36,0.001316723208158612
48,37,0.0011387785250403701
48,38,9.471439759471875e-4
48,43,4.758554805086199e-4
48,48,2.2641509433962264e-4
48,54,6.484759781853996e-5
48,100,0.002037735849056604
49,1,0.015084260174057049
49,2,0.019106656668170515
49,3,0.02195252121887085
49,4,0.0242095578831868
49,5,0.026725106268752206
49,6,0.030178667161054128
49,7,0.034916982221837985
49,8,0.04062184125528286
49,9,0.04612015103898003
49,10,0.0499495948901951
49,11,0.05142823109751165
49,12,0.05110919942792574
49,13,0.049999743488808895
49,14,0.04845057111279244
49,15,0.04626097398007965
49,16,0.044177740744610165
49,17,0.04471956700731913
49,18,0.049970414667645624
49,19,0.05758046356938164
49,20,0.06057220336484105
49,21,0.05369814206615211
49,22,0.039293668351974585
49,23,0.024611980651523507
49,24,0.014669413810749914
49,25,0.009647954405820634
49,26,0.007440270261676779
49,27,0.006297919884015405
49,28,0.005438699856760268
49,29,0.00464056855542513
49,30,0.0038712919140945308
49,31,0.003161701431738068
49,32,0.0025738580408211685
49,33,0.0021513633546463803
49,35,0.0016953753376140067
49,36,0.0015254532363804681
49,37,0.0013323618710511902
49,39,9.928175503673613e-4
49,40,9.073435932264975e-4
49,43,6.512176412622699e-4
49,49,2.2641509433962264e-4
49,100,0.0020377358490566034
50,1,0.013861575699251966
50,2,0.017639924783911107
50,3,0.020399968270258244
50,4,0.02267569566118919
50,5,0.02522817554560203
50,6,0.028679641082369596
50,7,0.033382901530648545
50,8,0.03907576695249982
50,9,0.04464428542333313
50,10,0.04866801726597869
50,11,0.05049175431538972
50,12,0.05064933627191239
50,13,0.05005894710699969
50,14,0.04897411641343643
50,15,0.04716683962119394
50,16,0.04538639920734808
50,17,0.04606599141390483
50,18,0.05113404110348713
50,19,0.05825344524328004
50,20,0.060777001669574934
50,21,0.05382709811243738
50,22,0.03974428024665674
50,23,0.025459718182845977
50,24,0.015715904503779084
50,25,0.010660418291184665
50,26,0.008296562604939498
50,27,0.006996763034826823
50,28,0.006049724968660326
50,29,0.005236242126161353
50,30,0.004472124750014383
50,31,0.0037325422056947812
50,32,0.0030696838717801495
50,34,0.0022185988728414814
50,35,0.001985358062912867
50,40,0.0012183414256898325
50,41,0.0011595399837302299
50,42,0.0010440370424517347
50,45,5.175627819798943e-4
50,46,4.0043801234766594e-4
50,48,2.828909414932751e-4
50,49,2.4054437940642807e-4
50,50,0.001032664818740149
50,81,5.538784196683423e-5
50,100,0.003369748355888907
51,1,0.012762548575906802
51,2,0.01631150466274217
51,3,0.018960146337085978
51,4,0.021196764058379086
51,5,0.023718619715501005
51,6,0.027091439258413445
51,7,0.03165335135639077
51,8,0.03720604999118338
51,9,0.042745670112309606
51,10,0.04693538911287917
51,11,0.049143153767413614
51,12,0.049852321484314725
51,13,0.049853659346714846
51,14,0.04926189110415073
51,15,0.04779429869402291
51,16,0.046218938168239784
51,17,0.046945809003340805
51,18,0.051817178959838055
51,19,0.058534811605990535
51,20,0.06074684808975887
51,21,0.05388080779962127
51,22,0.04023323706785845
51,23,0.026395532129727863
51,24,0.016839804501520013
51,25,0.011695580731108823
51,26,0.009105327473191252
51,27,0.00759548819912336
51,28,0.006547012891706555
51,29,0.005745253413415453
51,30,0.005042770242933259
51,31,0.004340270728955316
51,33,0.003072530782379729
51,34,0.002641028022477113
51,35,0.0023278208034923204
51,36,0.002072977677164912
51,38,0.0016932407965612598
51,39,0.0016058611265536914
51,40,0.0015542444004566992
51,41,0.0014679337666286276
51,42,0.0013040938814721562
51,43,0.0010808637477316267
51,48,3.736714373165893e-4
51,51,0.0010326648187401488
51,65,8.064169430539495e-5
51,67,1.0036087814003289e-4
51,97,5.0839226952881393e-5
51,100,0.0033697483558889066
52,1,0.011748381556747643
52,2,0.015063969024531264
52,3,0.017569298408802142
52,4,0.019721418820555166
52,5,0.02217288399730673
52,6,0.02542232147815684
52,7,0.029751750089880836
52,8,0.0350140550800241
52,9,0.04037320242280966
52,10,0.044652521603550814
52,11,0.04726068451353994
52,12,0.04859374667784325
52,13,0.049283760811755256
52,14,0.04929466078782377
52,15,0.04826838734475646
52,16,0.04697207721293787
52,17,0.0478178878431461
52,18,0.052628111791689955
52,19,0.05916420701589971
52,20,0.061279830440593416
52,21,0.054586147936097014
52,22,0.04131830734076627
52,23,0.02781298454919865
52,24,0.018343861694169447
52,25,0.013027834027714826
52,26,0.010129289097770158
52,27,0.008330820067121108
52,28,0.007120798517540493
52,29,0.006299344603551735
52,30,0.005657263603415085
52,31,0.005010533390558084
52,32,0.004316087669255311
52,33,0.0036509152873489487
52,34,0.003099171693984412
52,35,0.002684963560121025
52,36,0.0023863564000527744
52,37,0.0021787037487030116
52,38,0.002047376806058779
52,40,0.0018748833557452958
52,42,0.0015022840446036096
52,44,0.0010031714289884723
52,45,8.115369038517725e-4
52,51,2.486551490725158e-4
52,52,0.001032664818740149
52,60,1.0313902733122466e-4
52,100,0.003369748355888907
53,1,0.010885230962982044
53,2,0.013960323165115153
53,3,0.01627143140240252
53,4,0.018265011435533888
53,5,0.02058041630979063
53,6,0.023662134852364722
53,7,0.02771057582477729
53,8,0.03259437540987341
53,9,0.03765431889056394
53,10,0.04192125206808352
53,11,0.044865174519565953
53,12,0.046777934931002255
53,13,0.048139421393223504
53,14,0.04880525525693063
53,15,0.04835687847758117
53,16,0.04752014653586929
53,17,0.048667572310761485
53,18,0.0536029665343357
53,19,0.060153806777039326
53,20,0.06233674999135502
53,21,0.055890301250658234
53,22,0.04299250629978774
53,23,0.029781486236568806
53,24,0.020367907370521448
53,25,0.014845691517900442
53,26,0.011583593399159327
53,27,0.00942548480224567
53,28,0.007983870996885483
53,29,0.007081765551156
53,30,0.006445816301244382
53,31,0.005802508292463995
53,32,0.0050478967020481874
53,33,0.004255404610939861
53,35,0.003037898517466928
53,36,0.002699059219400108
53,37,0.0024981851869839934
53,38,0.0023796282897623517
53,39,0.002279967805213612
53,40,0.0021365873102844484
53,41,0.0019173673848737688
53,42,0.001642422052280768
53,44,0.001139121465223109
53,47,6.845789359565959e-4
53,48,5.578663808532476e-4
53,52,2.578641478712284e-4
53,53,0.001032664818740149
53,60,1.3182974846976783e-4
53,100,0.003369748355888907
54,1,0.010248922128545303
54,2,0.01311523319545123
54,3,0.015208253780584697
54,4,0.01697346827999612
54,5,0.01907332646936983
54,6,0.021943447429817044
54,7,0.025718644043068836
54,8,0.03024625103281059
54,9,0.034987652303950956
54,10,0.03915354622839175
54,11,0.042277124279062446
54,12,0.04456859878247117
54,13,0.04641524626504672
54,14,0.04764684172884946
54,15,0.04782393628854683
54,16,0.04758903387657961
54,17,0.049191500970190295
54,18,0.05435958038447711
54,19,0.060986498767733294
54,20,0.06329484116331574
54,21,0.05719267903877507
54,22,0.04479856133252813
54,23,0.03201041691818949
54,24,0.02273991066068507
54,25,0.017051639076182894
54,26,0.01343130269472421
54,27,0.01089914083740797
54,28,0.009199890959410362
54,29,0.008176457999324807
54,30,0.007483604661144255
54,31,0.006762269285239137
54,32,0.005870982570141216
54,33,0.004906181516513451
54,35,0.0034289484049645808
54,36,0.003031593175203863
54,37,0.0027919759403546244
54,38,0.002635541638078805
54,39,0.002492997472441015
54,40,0.0023031285454223603
54,42,0.0017477359057404118
54,43,0.0014792518418857625
54,44,0.0012742029543818818
54,45,0.0011214930998499214
54,46,9.821606264586791e-4
54,49,5.287315858966471e-4
54,50,4.348406861672964e-4
54,54,0.001032664818740149
54,100,0.003369748355888907
55,1,0.009705954744905137
55,2,0.012419423652877756
55,3,0.014330747548622106
55,4,0.0158638429073748
55,5,0.017709482075642113
55,6,0.020334387275979582
55,7,0.02385223288213916
55,8,0.0280827155169012
55,9,0.0325396520314092
55,10,0.03653829772869066
55,11,0.03965151051135446
55,12,0.04204913297169857
55,13,0.04410792340111758
55,14,0.045718352416887244
55,15,0.046467316995227895
55,16,0.04688142963574406
55,17,0.048981575027262865
55,18,0.05432574117658381
55,19,0.06089603479015412
55,20,0.06326967447769774
55,21,0.05765072754506041
55,22,0.046057208396835456
55,23,0.033991959332783366
55,24,0.02506773301255065
55,25,0.01933187338220384
55,26,0.015434085807573052
55,27,0.012585050064463041
55,28,0.010648992296312445
55,29,0.009481206600502334
55,30,0.008675325384265615
55,31,0.007812682683759517
55,32,0.006744040581598361
55,33,0.005602758019187799
55,34,0.00461197351185108
55,35,0.003891981383771327
55,36,0.0034126347126383267
55,37,0.003082054782158785
55,38,0.0028324750693443056
55,39,0.0026178612122371107
55,40,0.0023892452720202986
55,41,0.0021196965776356016
55,42,0.0018353156329441978
55,43,0.0015883936067089706
55,45,0.0012631567604256125
55,46,0.0011223876092231566
55,47,9.518798320210241e-4
55,51,4.3283917214754434e-4
55,52,3.8944440050757846e-4
55,55,0.001032664818740149
55,57,2.471764143700713e-4
55,100,0.003369748355888907
56,1,0.009229877342018512
56,2,0.011868123068794464
56,3,0.013699653633674523
56,4,0.015099680007552548
56,5,0.016758328422550855
56,6,0.01917187694952383
56,7,0.022466232957967014
56,8,0.02646247752585545
56,9,0.030705463463537207
56,10,0.0345562930171019
56,11,0.03759463746785598
56,12,0.03997383309560796
56,13,0.04210905345806015
56,14,0.043992805021914536
56,15,0.04526491035837266
56,16,0.0463255133209146
56,17,0.04890210968610816
56,18,0.05431949000840262
56,19,0.060677768601762785
56,20,0.06302463525281297
56,21,0.05794161318176868
56,22,0.04730592247187818
56,23,0.03612109741730041
56,24,0.02764574962483757
56,25,0.021927441979925848
56,26,0.017805851154182355
56,27,0.014669961145979881
56,28,0.01247488701116591
56,29,0.011086027153918673
56,30,0.010068369678717048
56,31,0.008987067524733338
56,32,0.00771151502189702
56,33,0.006406877668888324
56,34,0.005305103625131438
56,35,0.004500450515127976
56,36,0.0039253107994970705
56,37,0.003474338570593845
56,39,0.0027991189736256746
56,40,0.002529488409020614
56,42,0.0019804556532233043
56,43,0.0017440844594673462
56,44,0.0015618788837308628
56,46,0.0012543421780710203
56,47,0.0010637443746839364
56,48,8.547983532381363e-4
56,51,4.945890090360596e-4
56,52,4.5272043282144046e-4
56,54,3.747474670713976e-4
56,55,3.548342043433169e-4
56,56,0.001032664818740149
56,58,2.630005938786521e-4
56,67,5.8176267963518094e-5
56,71,8.12814199804826e-5
56,74,8.597490565576047e-5
56,77,8.400403362714762e-5
56,100,0.003369748355888907
57,1,0.00856652993929681
57,2,0.011098364595805018
57,3,0.012883727402475025
57,4,0.014230437314974328
57,5,0.015767322306629878
57,6,0.01796674202747383
57,7,0.02096356947752493
57,8,0.02461904802717877
57,9,0.028548283774678645
57,10,0.03217992342342423
57,11,0.03511594535209281
57,12,0.03749735570002754
57,13,0.039753377477388066
57,14,0.0419447644541442
57,15,0.04374953978443129
57,16,0.04541829541484888
57,17,0.04832457519699196
57,18,0.053532121986928534
